Species2_eBird,Family2,Order2,Mass,Habitat,Habitat.Density,Trophic.Level,Trophic.Niche,Migration,Primary.Lifestyle,mu.beak.l.c,mu.beak.l.n,mu.beak.w,mu.beak.d,mu.tarsus.l,mu.hwi,mu.tail.l
Grallaria griseonucha,Grallariidae,Passeriformes,44.8,Forest,1,Carnivore,Invertivore,1,Terrestrial,21.0125,11.99,5.02,6.9,45.31,10.6125,36.8
Grallaria guatimalensis,Grallariidae,Passeriformes,94.2,Forest,1,Carnivore,Invertivore,1,Terrestrial,30.82,16.08157894736842,6.996666666666666,8.920535714285714,45.212931034482764,17.8,43.68166666666667
Grallaria haplonota,Grallariidae,Passeriformes,85,Forest,1,Carnivore,Invertivore,1,Terrestrial,27.40625,15.710714285714285,7.1,8.918181818181818,44.72352941176471,11.99375,43.291666666666664
Grallaria hypoleuca,Grallariidae,Passeriformes,73.7,Forest,1,Carnivore,Invertivore,1,Terrestrial,23.6,14.295833333333334,6.379166666666666,7.804166666666667,45.587500000000006,5.2125,52.18333333333334
Grallaria kaestneri,Grallariidae,Passeriformes,47.5,Forest,1,Carnivore,Invertivore,1,Terrestrial,22.083333333333336,13.3,5.216666666666667,6,42.416666666666664,7.416666666666667,51.41666666666667
Grallaria milleri,Grallariidae,Passeriformes,52.5,Forest,1,Carnivore,Invertivore,1,Terrestrial,20.8875,12.9,6.083333333333333,6.883333333333334,44.31666666666666,10.925,48.8
Grallaria nuchalis,Grallariidae,Passeriformes,117,Forest,1,Carnivore,Invertivore,1,Terrestrial,27.9,15.9,7.013636363636364,9.395,57.38076923076923,4.68125,61.676923076923075
Grallaria obscura,Grallariidae,Passeriformes,35.7,Forest,1,Carnivore,Invertivore,1,Terrestrial,23.9,11.5,4.8,5.5,43.1,7.8,41.8
Grallaria occabambae,Grallariidae,Passeriformes,35.7,Forest,1,Carnivore,Invertivore,1,Terrestrial,24.875,11.2,4.6899999999999995,5.415,43.977777777777774,9.783333333333335,41.305
Grallaria oneilli,Grallariidae,Passeriformes,35.7,Forest,1,Carnivore,Invertivore,1,Terrestrial,23.9,11.5,4.8,5.5,43.1,7.8,41.8
Grallaria przewalskii,Grallariidae,Passeriformes,65.2,Forest,1,Omnivore,Omnivore,1,Terrestrial,23.39,13.616666666666667,5.883333333333334,7.383333333333334,48.416666666666664,8.41,55.91666666666667
Grallaria quitensis,Grallariidae,Passeriformes,65.7,Shrubland,2,Carnivore,Invertivore,1,Terrestrial,26.009999999999998,14.775,6.289285714285715,7.507142857142857,46.99642857142857,7.7125,54.878571428571426
Grallaria ridgelyi,Grallariidae,Passeriformes,179.5,Forest,1,Carnivore,Invertivore,1,Terrestrial,32,20.4,9.225,12.425,68.575,8.3,53.6
Grallaria ruficapilla,Grallariidae,Passeriformes,82.7,Forest,1,Carnivore,Invertivore,1,Terrestrial,28.675,16.180434782608696,6.798,8.194230769230769,51.821875,5.0875,58.09838709677419
Grallaria rufocinerea,Grallariidae,Passeriformes,44.8,Forest,1,Carnivore,Invertivore,1,Terrestrial,20.490000000000002,12.18,4.883333333333334,6.116666666666667,43.025,7.3125,47.28333333333333
Grallaria rufula,Grallariidae,Passeriformes,35.7,Forest,1,Carnivore,Invertivore,1,Terrestrial,23.9,11.100000000000001,5.3,5.9,40.7,7.8,39
Grallaria saltuensis,Grallariidae,Passeriformes,35.7,Forest,1,Carnivore,Invertivore,1,Terrestrial,23.9,11.583333333333332,4.816666666666666,5.216666666666667,42.8,7.8,43.38333333333333
Grallaria saturata,Grallariidae,Passeriformes,35.7,Forest,1,Carnivore,Invertivore,1,Terrestrial,23.685714285714283,11.3,4.216666666666667,5.3,42.8125,6.1,42.525
Grallaria sinaensis,Grallariidae,Passeriformes,35.7,Forest,1,Carnivore,Invertivore,1,Terrestrial,23.9,11.5,4.8,5.5,43.1,7.8,41.8
Grallaria spatiator,Grallariidae,Passeriformes,35.7,Forest,1,Carnivore,Invertivore,1,Terrestrial,23.9,12.316666666666666,5.3,6.1,43.016666666666666,7.8,43.516666666666666
Grallaria squamigera,Grallariidae,Passeriformes,136,Forest,1,Carnivore,Invertivore,1,Terrestrial,36.68181818181819,20.502272727272725,8.225,10.71551724137931,56.98571428571428,15.985714285714286,63.989705882352936
Grallaria urraoensis,Grallariidae,Passeriformes,55.8,NA,1,Carnivore,Invertivore,1,Terrestrial,22.375,13.175,5.324999999999999,6.6,44.3,7.9,59.400000000000006
Grallaria varia,Grallariidae,Passeriformes,119,Forest,1,Carnivore,Invertivore,1,Terrestrial,28.509999999999998,17.583870967741937,8.289393939393939,10.421212121212122,50.79545454545455,8.3875,48.89696969696969
Grallaria watkinsi,Grallariidae,Passeriformes,69.8,Woodland,2,Carnivore,Invertivore,1,Terrestrial,27.11,17.09,6.5,7.908333333333333,51.891666666666666,5.8875,47.88333333333333
Grallaricula cucullata,Grallariidae,Passeriformes,19.3,Forest,1,Carnivore,Invertivore,1,Insessorial,14.1,8.7,4.99,4.92,23.52,11.5,32.91
Grallaricula cumanensis,Grallariidae,Passeriformes,19.8,Forest,1,Carnivore,Invertivore,1,Insessorial,16.7,9.516666666666666,5.316666666666666,5.083333333333333,24.4,17.916666666666664,26.4
Grallaricula ferrugineipectus,Grallariidae,Passeriformes,17.2,Forest,1,Carnivore,Invertivore,1,Insessorial,15.7,9.116666666666667,5.3,4.4125,21.875,12.5,33.412499999999994
Grallaricula flavirostris,Grallariidae,Passeriformes,17.7,Forest,1,Carnivore,Invertivore,1,Insessorial,18.513636363636365,9.216346153846153,5.576851851851852,4.800862068965517,21.6,15.911764705882353,27.184615384615384
Grallaricula leymebambae,Grallariidae,Passeriformes,17.2,Forest,1,Carnivore,Invertivore,1,Insessorial,17.4,8.778571428571428,4.6,4.477272727272727,27.10909090909091,12.49,39.787499999999994
Grallaricula lineifrons,Grallariidae,Passeriformes,21.1,Forest,1,Carnivore,Invertivore,1,Insessorial,14,8,4.8125,4.38125,28.11875,10.9,40.40625
Grallaricula loricata,Grallariidae,Passeriformes,20.7,Forest,1,Carnivore,Invertivore,1,Insessorial,15.8,9.107142857142858,5.478571428571429,4.878571428571429,23.614285714285714,17.0125,31.975
Grallaricula nana,Grallariidae,Passeriformes,19.8,Forest,1,Carnivore,Invertivore,1,Insessorial,17.118181818181817,8.801923076923078,4.793333333333333,4.508928571428571,27.812121212121212,10.085,35.12428571428572
Grallaricula ochraceifrons,Grallariidae,Passeriformes,23.1,Forest,1,Carnivore,Invertivore,1,Insessorial,17.1,9.6,5.3,5.2,27.375,11.5,33.525
Grallaricula peruviana,Grallariidae,Passeriformes,18.8,Forest,1,Carnivore,Invertivore,1,Insessorial,15.683333333333334,9.212499999999999,5.3125,5.1,25.3,13.8,32.087500000000006
Grallina bruijnii,Monarchidae,Passeriformes,38.4,Forest,2,Carnivore,Aquatic predator,2,Terrestrial,22.083333333333336,12.4875,4.416666666666667,4.4222222222222225,26.305555555555557,15.58125,75.3875
Grallina cyanoleuca,Monarchidae,Passeriformes,82.6,Grassland,2,Carnivore,Aquatic predator,1,Terrestrial,26.186666666666667,15.6,5.693333333333333,5.483333333333333,41.69583333333334,26.6,115.5
Graminicola bengalensis,Pellorneidae,Passeriformes,14.6,Shrubland,3,Carnivore,Invertivore,1,Insessorial,14.912500000000001,8.2,2.9875,4.0125,23.5875,7.675000000000001,73.775
Graminicola striatus,Pellorneidae,Passeriformes,14.6,Shrubland,3,Carnivore,Invertivore,1,Insessorial,14.9,8.2,3,4,23.6,7.7,73.8
Grammatoptila striata,Leiothrichidae,Passeriformes,92,Forest,1,Omnivore,Invertivore,1,Insessorial,28.72,15.5,7.68,10.69,44.32,9.9,135.6
Granatellus pelzelni,Cardinalidae,Passeriformes,11.2,Forest,1,Carnivore,Invertivore,1,Insessorial,12.3125,7.324999999999999,4.18,4.425000000000001,17.375,12.99375,51.5125
Granatellus sallaei,Cardinalidae,Passeriformes,9.9,Forest,1,Carnivore,Invertivore,1,Generalist,13.316666666666666,8.6,3.9,4.7125,18.694444444444443,13.49375,56.205555555555556
Granatellus venustus,Cardinalidae,Passeriformes,10.8,Forest,1,Carnivore,Invertivore,1,Insessorial,13.714285714285714,8.6125,3.99,4.824999999999999,19.9,12.792857142857143,74.18571428571428
Granatina granatina,Estrildidae,Passeriformes,11.8,Shrubland,2,Herbivore,Omnivore,1,Terrestrial,9.622413793103448,7.880357142857143,5.4,5.619999999999999,15.903333333333332,14.196153846153845,65.3051724137931
Granatina ianthinogaster,Estrildidae,Passeriformes,14.1,Shrubland,2,Herbivore,Granivore,1,Generalist,11.31,8.3875,5.6899999999999995,6.51,15.52,12.1,63.4
Grandala coelicolor,Turdidae,Passeriformes,45.6,Rock,3,Omnivore,Invertivore,2,Generalist,19.32,10.4875,3.82,3.98,29.090000000000003,42.912499999999994,91.4
Grantiella picta,Meliphagidae,Passeriformes,21.5,Woodland,2,Herbivore,Omnivore,3,Insessorial,16.885714285714286,8.925,3.3857142857142857,3.9,17.39,34.525,51.92142857142857
Graueria vittata,Macrosphenidae,Passeriformes,15.5,Forest,1,Carnivore,Invertivore,1,Insessorial,15.675,8.875,3.9,3.525,18.475,9.775,59.775
Graydidascalus brachyurus,Psittacidae,Psittaciformes,159,Forest,1,Herbivore,Frugivore,1,Insessorial,31.375,25.1125,15.3875,24.9,15.7,34.025,50.775
Grus americana,Gruidae,Gruiformes,5826,Wetland,3,Carnivore,Omnivore,3,Terrestrial,148.775,77.0875,13.1,21.9875,288.775,42.7125,208.775
Grus grus,Gruidae,Gruiformes,5500,Wetland,3,Herbivore,Omnivore,3,Terrestrial,108.1,58.087500000000006,10.68,16.810000000000002,234.42000000000002,43.0125,193.4
Grus japonensis,Gruidae,Gruiformes,8786,Wetland,3,Omnivore,Omnivore,3,Terrestrial,161,87.5875,11.6125,20.7875,283.5,41.11666666666667,244.5
Grus monacha,Gruidae,Gruiformes,3729.9,Wetland,3,Herbivore,Omnivore,3,Terrestrial,105.3125,56.3,9.899999999999999,15.8,211.225,43.525,166
Grus nigricollis,Gruidae,Gruiformes,6000,Wetland,3,Omnivore,Omnivore,3,Terrestrial,124.375,67.3,11.712499999999999,19.2125,239.775,40.6125,217
Guadalcanaria inexpectata,Meliphagidae,Passeriformes,43.3,Forest,1,Omnivore,Omnivore,1,Insessorial,30.18,15.6125,3.59,4.7,26.8,16.825,89
Guaruba guarouba,Psittacidae,Psittaciformes,194,Forest,1,Herbivore,Frugivore,1,Insessorial,40.08888888888889,34.787499999999994,23.5,36.42222222222222,18.488888888888887,36.79375,154.7888888888889
Gubernatrix cristata,Thraupidae,Passeriformes,47.6,Woodland,2,Herbivore,Granivore,1,Terrestrial,17.7,11.4875,6.1,10.11,24.509999999999998,16.9125,95.4
Gubernetes yetapa,Tyrannidae,Passeriformes,68.4,Grassland,3,Carnivore,Invertivore,2,Insessorial,26.5125,14.9875,9.225,8.2,28.6,26.5125,248.775
Guira guira,Cuculidae,Cuculiformes,141,Human Modified,3,Carnivore,Invertivore,1,Terrestrial,30.691666666666666,18.8875,7.5,11.508333333333333,36.37916666666666,24.918181818181818,213.81666666666666
Gulosus aristotelis,Phalacrocoracidae,Suliformes,1764.3,Marine,3,Carnivore,Aquatic predator,1,Aquatic,66,50.212500000000006,10.59,13.11,61.6,33.212500000000006,140.2
Guttera plumifera,Numididae,Galliformes,866,Forest,1,Herbivore,Omnivore,1,Terrestrial,32.61,22.6125,12.91,13.42,75.99000000000001,16.5875,103.2
Guttera pucherani,Numididae,Galliformes,1149,Forest,1,Omnivore,Omnivore,1,Terrestrial,34.59347826086957,23.823333333333334,13.79375,14.50625,76.29318181818181,17.395,127.98409090909091
Guyramemua affine,Tyrannidae,Passeriformes,22.8,Shrubland,2,Carnivore,Invertivore,1,Insessorial,14.325,8.0875,5.4,4.2125,20.1875,21.424999999999997,70.775
Gygis alba,Laridae,Charadriiformes,117,Marine,3,Carnivore,Aquatic predator,2,Aerial,44.39375,27.875,3.7125000000000004,6.21875,12.1,65.50625,90.225
Gymnasio nudipes,Strigidae,Strigiformes,137.3,Forest,2,Carnivore,Invertivore,1,Insessorial,22.5,11.99,7.91,11.41,38.42,20.89,92.4
Gymnobucco bonapartei,Lybiidae,Piciformes,63,Forest,1,Omnivore,Frugivore,2,Insessorial,19.08125,13.50625,8.90625,10.20625,20.705555555555556,15.411111111111111,48.297916666666666
Gymnobucco calvus,Lybiidae,Piciformes,54.5,Forest,1,Herbivore,Frugivore,2,Insessorial,20.915384615384614,14.40625,8.4,10.21111111111111,21.011111111111113,18.09375,54.11153846153846
Gymnobucco peli,Lybiidae,Piciformes,52,Forest,1,Omnivore,Frugivore,2,Insessorial,18.71,13.225,8.58,9.69,18.48,19,48.225
Gymnobucco sladeni,Lybiidae,Piciformes,45,Forest,1,Omnivore,Frugivore,2,Insessorial,20.1,14.9,8.2,10.3,20,16.7,46
Gymnocichla nudiceps,Thamnophilidae,Passeriformes,30.5,Forest,1,Carnivore,Invertivore,1,Insessorial,20.5,12.6875,5.21875,5.3125,29.28125,8.587499999999999,58.08125
Gymnocrex plumbeiventris,Rallidae,Gruiformes,288,Forest,1,Carnivore,Invertivore,1,Terrestrial,49.375,27,4.8,9.3,58.1,23.625,71
Gymnocrex rosenbergii,Rallidae,Gruiformes,288,Forest,2,Carnivore,Invertivore,1,Terrestrial,46,26.6,4.4,8.775,71.575,23.6,70
Gymnocrex talaudensis,Rallidae,Gruiformes,288,NA,2,Carnivore,Omnivore,1,Terrestrial,53.8,36.7,5.5,11,63.9,23.6,50.9
Gymnoderus foetidus,Cotingidae,Passeriformes,275.5,Forest,2,Herbivore,Frugivore,1,Insessorial,29.310000000000002,16.58125,9.483333333333334,8.777777777777779,31.9,20.48,121.67500000000001
Gymnogyps californianus,Cathartidae,Cathartiformes,8442.7,Shrubland,3,Scavenger,Scavenger,1,Terrestrial,96.4875,65.3125,33.1875,39.0125,115.775,41.087500000000006,350.775
Gymnomystax mexicanus,Icteridae,Passeriformes,98,Forest,3,Omnivore,Omnivore,1,Terrestrial,32.41,20.5875,6.6899999999999995,9.8,33.22,20.6875,105
Gymnomyza aubryana,Meliphagidae,Passeriformes,195.1,Forest,1,Omnivore,Omnivore,1,Insessorial,49.9,25.975,6.1125,10.1,50.8125,17.9,179.08749999999998
Gymnomyza brunneirostris,Meliphagidae,Passeriformes,87.8,Forest,1,Omnivore,Omnivore,1,Insessorial,39.375,18.975,5.175000000000001,6.175000000000001,37.775,18.125,119.5
Gymnomyza samoensis,Meliphagidae,Passeriformes,99,Forest,1,Herbivore,Omnivore,1,Insessorial,41.90833333333333,23.3125,5.283333333333333,6.975,39.3,17.9875,131
Gymnomyza viridis,Meliphagidae,Passeriformes,87.8,Forest,1,Omnivore,Omnivore,1,Insessorial,41.375,22.200000000000003,4.574999999999999,5.175000000000001,34.175000000000004,20.225,106
Gymnophaps albertisii,Columbidae,Columbiformes,259,Forest,1,Herbivore,Frugivore,1,Insessorial,23.0875,10.7,4.824999999999999,5.6875,24.575000000000003,37.5,148.225
Gymnophaps mada,Columbidae,Columbiformes,334,Forest,1,Herbivore,Frugivore,1,Insessorial,26.5875,11.712499999999999,5.1,5.4,27.025,32.787499999999994,164.5
Gymnophaps solomonensis,Columbidae,Columbiformes,335,Forest,2,Herbivore,Frugivore,1,Insessorial,25.1,12.2,6.225,6.8,28.3,34.475,159.5
Gymnophaps stalkeri,Columbidae,Columbiformes,334,Forest,1,Herbivore,Frugivore,1,Insessorial,25.9,11.6,7.1,4.5,25.8,33.3,146
Gymnopithys bicolor,Thamnophilidae,Passeriformes,31.1,Forest,1,Carnivore,Invertivore,1,Insessorial,18.48,11.894444444444446,5.105,4.92,27.61,9.383333333333333,46.61
Gymnopithys leucaspis,Thamnophilidae,Passeriformes,27.2,Forest,1,Carnivore,Invertivore,1,Insessorial,18.475,11.8,4.621428571428571,4.885714285714286,26.214285714285715,10.775,43.40714285714286
Gymnopithys rufigula,Thamnophilidae,Passeriformes,29.1,Forest,1,Carnivore,Invertivore,1,Insessorial,20.39,12.7,4.904545454545454,5.004545454545454,26.79090909090909,11.212499999999999,47.88636363636364
Gymnorhina tibicen,Artamidae,Passeriformes,284.9,Woodland,2,Carnivore,Invertivore,1,Terrestrial,54.72333333333333,35.82222222222222,11.898333333333333,15.821666666666667,56.18653846153846,40.70333333333333,137.2
Gymnorhinus cyanocephalus,Corvidae,Passeriformes,104.8,Forest,2,Omnivore,Omnivore,2,Generalist,37.87777777777778,23.8125,8.283333333333333,8.811111111111112,37.71666666666667,26.6125,106.21111111111111
Gymnoris dentata,Passeridae,Passeriformes,18.4,Desert,2,Herbivore,Granivore,1,Terrestrial,13.52,8.7,5.1,6.6899999999999995,16.72,25.7125,49.6
Gymnoris pyrgita,Passeridae,Passeriformes,24.1,Grassland,3,Herbivore,Omnivore,1,Generalist,13.995454545454546,9.587499999999999,6.69,7.279999999999999,18.60909090909091,22.32,60.88181818181818
Gymnoris superciliaris,Passeridae,Passeriformes,24,Woodland,2,Herbivore,Omnivore,1,Generalist,14.181249999999999,9.6,5.19375,6.30625,19.4125,25.107142857142858,59.775
Gymnoris xanthocollis,Passeridae,Passeriformes,18.1,Forest,2,Herbivore,Granivore,1,Terrestrial,13.9,9.7,5.8,6.208333333333334,16.916666666666664,28.5,52.5
Gypaetus barbatus,Accipitridae,Accipitriformes,5695,Rock,3,Scavenger,Scavenger,2,Terrestrial,78.21000000000001,46.6,20.78,28.08,103.59,49.4875,468
Gypohierax angolensis,Accipitridae,Accipitriformes,1600,Forest,2,Herbivore,Frugivore,1,Insessorial,57.50833333333333,41.016666666666666,14.08125,23.30625,77.3,30.015,196.79583333333335
Gyps africanus,Accipitridae,Accipitriformes,5433,Shrubland,2,Scavenger,Scavenger,1,Terrestrial,61.31,44.025,20.48,30.509999999999998,95.69,39.1875,224.6
Gyps bengalensis,Accipitridae,Accipitriformes,4385,Grassland,3,Scavenger,Scavenger,1,Terrestrial,64.6,47.3875,22.68,32.489999999999995,99.12,38.775,213.8
Gyps coprotheres,Accipitridae,Accipitriformes,8177,Grassland,3,Scavenger,Scavenger,1,Terrestrial,81.19,53.6125,24.909999999999997,36.489999999999995,104.2,37.5,269.4
Gyps fulvus,Accipitridae,Accipitriformes,7436,Grassland,3,Scavenger,Scavenger,1,Terrestrial,78.8,50.525,23.8,33.81999999999999,109.89,39.1875,291.2
Gyps himalayensis,Accipitridae,Accipitriformes,9798,Rock,3,Scavenger,Scavenger,1,Terrestrial,82.4875,55.225,23.5,34.025,115.6125,35.5125,339
Gyps indicus,Accipitridae,Accipitriformes,5515,Grassland,3,Scavenger,Scavenger,1,Terrestrial,71.31,44.6125,20.5,29.68,99.69,38.287499999999994,235.2
Gyps rueppelli,Accipitridae,Accipitriformes,7400,Grassland,3,Scavenger,Scavenger,1,Terrestrial,77.91250000000001,51.4875,22.9875,32.5,105.6875,37.6,235.775
Gyps tenuirostris,Accipitridae,Accipitriformes,5515,Woodland,3,Scavenger,Scavenger,1,Terrestrial,75.57499999999999,48.9875,20.025,29.125,104.1,37.2125,217.225
Gypsophila annamensis,Pellorneidae,Passeriformes,27,Forest,2,Omnivore,Invertivore,1,Generalist,20.7,11.7,3.9,5.2,28.3,8.5,72.4
Gypsophila brevicaudata,Pellorneidae,Passeriformes,19.5,Forest,1,Carnivore,Invertivore,1,Terrestrial,15.89,8.587499999999999,3.29,4.02,23.3,6.6125,48.8
Gypsophila calcicola,Pellorneidae,Passeriformes,27,Forest,2,Omnivore,Invertivore,1,Generalist,20.7,11.7,3.9,5.2,28.3,8.5,72.4
Gypsophila crassa,Pellorneidae,Passeriformes,26.8,Forest,1,Carnivore,Invertivore,1,Terrestrial,16.08,9,3.6900000000000004,4.8100000000000005,27.48,6.3125,48.2
Gypsophila crispifrons,Pellorneidae,Passeriformes,27,Forest,2,Omnivore,Invertivore,1,Generalist,20.689999999999998,11.6875,3.92,5.18,28.28,8.5,72.4
Gypsophila rufipectus,Pellorneidae,Passeriformes,37,Forest,1,Carnivore,Invertivore,1,Generalist,21.5875,12.075,3.775,5.3875,31.3875,5.7,74
Habia atrimaxillaris,Cardinalidae,Passeriformes,48.9,Forest,2,Carnivore,Invertivore,1,Insessorial,21.6,13.287500000000001,6.7875,8.3,23.9125,15.5,86.5
Habia cristata,Cardinalidae,Passeriformes,46.5,Forest,1,Carnivore,Invertivore,1,Insessorial,20.990000000000002,13.175,7,8.8125,24.22,15.6,85.2
Habia fuscicauda,Cardinalidae,Passeriformes,36.8,Forest,2,Carnivore,Invertivore,1,Insessorial,20.183333333333334,13.423684210526316,7.29,8.3875,25.2,13.307142857142857,84.81923076923077
Habia gutturalis,Cardinalidae,Passeriformes,36.4,Forest,2,Carnivore,Invertivore,1,Insessorial,19.616666666666667,12.575,7.5,8.4,24.875,15.912500000000001,91.31666666666666
Habia rubica,Cardinalidae,Passeriformes,32.5,Forest,1,Carnivore,Invertivore,1,Insessorial,18.125,11.905172413793103,6.906666666666666,8.325,23.693617021276594,17.606,84.0095744680851
Haematoderus militaris,Cotingidae,Passeriformes,227,Forest,2,Carnivore,Invertivore,1,Insessorial,38.6,21.4,14.9,12.283333333333333,27.9,24.5125,137.6
Haematopus ater,Haematopodidae,Charadriiformes,724,Coastal,3,Carnivore,Aquatic predator,1,Terrestrial,76.32,58.1,8.8,13.68,52.18,40.8125,101.4
Haematopus bachmani,Haematopodidae,Charadriiformes,582,Coastal,3,Carnivore,Aquatic predator,1,Terrestrial,77.52,58.475,8.120000000000001,11.52,49.78,42.2125,99.2
Haematopus chathamensis,Haematopodidae,Charadriiformes,598.7,Coastal,3,Carnivore,Aquatic predator,1,Terrestrial,89.9,64.81666666666666,7.8,9.5,50.58333333333333,49.516666666666666,93.31666666666666
Haematopus finschi,Haematopodidae,Charadriiformes,526,Coastal,3,Carnivore,Aquatic predator,1,Terrestrial,90.32499999999999,72,7.2,9.399999999999999,46.8,50.6125,92.5
Haematopus fuliginosus,Haematopodidae,Charadriiformes,819,Coastal,3,Carnivore,Aquatic predator,1,Terrestrial,80.8,61.1,9.016666666666666,12.683333333333334,51.9,44.6875,118
Haematopus leucopodus,Haematopodidae,Charadriiformes,618,Coastal,3,Carnivore,Aquatic predator,1,Terrestrial,78.52000000000001,61.225,7.92,10.18,45.58,47.912499999999994,102.4
Haematopus longirostris,Haematopodidae,Charadriiformes,613.9,Coastal,3,Carnivore,Aquatic predator,1,Terrestrial,88.80833333333334,63.225,8.2,11.583333333333332,55.1,49.875,106
Haematopus moquini,Haematopodidae,Charadriiformes,692,Coastal,3,Carnivore,Aquatic predator,1,Terrestrial,76.7,53.3125,8.4,12.280000000000001,50.21,42.787499999999994,106.8
Haematopus ostralegus,Haematopodidae,Charadriiformes,526,Coastal,3,Carnivore,Aquatic predator,1,Terrestrial,76.12352941176471,59.1125,7.5,11.813636363636364,49.88529411764706,51.22083333333333,106.02352941176471
Haematopus palliatus,Haematopodidae,Charadriiformes,601.5,Coastal,3,Carnivore,Aquatic predator,1,Terrestrial,85.97999999999999,66.6,8.209999999999999,12.39,53.989999999999995,48.0125,95.8
Haematopus unicolor,Haematopodidae,Charadriiformes,671,Coastal,3,Carnivore,Aquatic predator,1,Terrestrial,85.4,63.9875,8.280000000000001,10.825,54.59,46.7125,101.2
