Meta-archipelago,Archipelago_group,Site,Area,DistanceM,Genus,Species,Subspecies,Specimen ID,Date,Data,Country,Locality,Elevation,Other Info,Sex,Mass,Wing.Length,Secondary.Length,Kipps_D,HWI,Tarsus.Length,Tail.Length,Beak.Width,Beak.Depth,Beak.Length_Culmen,Measurer
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,affinis,affinis,5020,,N,MEXICO,"MEXICO, OAXACA",,,M,NA,49.23,37.73,11.5,23.35974,11.83,30.3,5.14,3.34,5.72,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,affinis,affinis,5021,,N,MEXICO,"MEXICO, OAXACA",,,M,NA,54.33,42.12,12.21,22.4737714,15.18,35.03,5.12,3.96,7.13,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,affinis,affinis,5022,,N,MEXICO,"MEXICO, OAXACA",,,M,NA,52.64,41.79,10.85,20.61170213,14.3,37.36,4.41,4.17,7.85,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,affinis,affinis,5023,,N,MEXICO,"MEXICO, OAXACA",,,M,NA,54.5,42.07,12.43,22.80733945,13.19,33.14,4.1,3.89,7.76,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,affinis,affinis,9269,,N,MEXICO,"MEXICO, YUCATAN",,,,NA,48.9,36.59,12.31,25.17382413,12.37,32.65,4.61,3.92,6.6,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,affinis,,5030,,Y,HONDURAS,HONDURAS,,,,NA,51.47,41.88,9.59,18.63221294,11.47,37.54,3.28,3.76,6.63,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,affinis,,5028,,N,HONDURAS,HONDURAS,,,,NA,51.41,43.59,7.82,15.21104843,12.61,32.94,4.24,4.08,7.15,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,affinis,,5025,,N,HONDURAS,"HONDURAS, EL PARAISO",,,,NA,52.66,44.12,8.54,16.21724269,13.26,39.03,3.73,3.87,7.21,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,affinis,,5026,,N,HONDURAS,"HONDURAS, MORAZAN",,,,NA,50.93,42.91,8.02,15.74710387,13.15,34.07,3.37,3.93,6.25,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,chlorotica,hypoxantha,49409,,Y,PERU,"PERU, DEPTO. PIURA, PROV. SULLANA",,,F,NA,66.14,49.72,16.42,24.8261264,15.78,35.9,4.98,5.98,8.34,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,chlorotica,taczanowskii,47329,,Y,PERU,"PERU, DEPTO. AMAZONAS, PROV. CHACHAPOYAS",,,,10.6,54.82,44.24,10.58,19.29952572,13.19,34.33,4.1,4.14,7.53,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,chlorotica,taczanowskii,47386,,Y,PERU,"PERU, DEPTO. AMAZONAS, PROV. CHACHAPOYAS",,,,10.85,57.59,45.09,12.5,21.70515715,14.45,34.98,4.23,4.3,8.16,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,chlorotica,taczanowskii,49153,,Y,PERU,"PERU, DEPTO. CAJAMARCA, PROV. JAEN",,,,10.99,56.56,42.95,13.61,24.06294201,14.03,41.23,4.4,4.05,7.78,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,chlorotica,taczanowskii,49238,,Y,PERU,"PERU, DEPTO. CAJAMARCA, PROV. JAEN",,,,9.35,58.85,46.68,12.17,20.67969414,13.4,44.43,4.17,4.51,8.47,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,chlorotica,taczanowskii,49169,,Y,PERU,"PERU, DEPTO. CAJAMARCA, PROV. JAEN",,,,10.65,56.08,45.41,10.67,19.02639087,13.71,33.59,4.15,4.31,7.94,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,chlorotica,,9879,,N,BRAZIL,BRAZIL,,,,NA,51.03,47.71,3.32,6.505976876,15.84,40.93,3.87,4.79,8.51,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,gouldi,gouldi,5012,,N,MEXICO,"MEXICO, OAXACA",,,F,NA,54.81,43.51,11.3,20.61667579,14.01,31,5.19,4.79,8.71,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,gouldi,gouldi,5011,,N,MEXICO,"MEXICO, OAXACA",,,M,NA,55.18,40.06,15.12,27.40123233,13.67,32.09,4.93,5.28,8.47,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,gouldi,gouldi,5013,,N,MEXICO,"MEXICO, OAXACA",,,M,NA,58.69,46.68,12.01,20.46345204,14.68,31.69,5.61,5.29,8.51,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,gouldi,gouldi,5015,,N,MEXICO,"MEXICO, OAXACA",1000m,,M,NA,56.99,43.51,13.48,23.6532725,14.6,29.87,5.56,5.18,9.51,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,gouldi,gouldi,5016,,N,MEXICO,"MEXICO, OAXACA",1000M,,M,NA,58.31,42.01,16.3,27.95403876,16.27,27.53,5.36,5.23,8.85,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,gouldi,gouldi,5014,,N,MEXICO,"MEXICO, OAXACA",1000M,,M,NA,58.11,46.05,12.06,20.7537429,15,29.95,4.95,5.21,8.36,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,hirundinaceae,,5017,,N,MEXICO,"MEXICO, OAXACA",,,M,NA,61.23,45.07,16.16,26.39229136,14.08,37.87,4.93,5.11,8.36,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,hirundinaceae,,5018,,N,MEXICO,"MEXICO, OAXACA",,,M,NA,62.32,49.09,13.23,21.22913992,14.12,36.23,4.8,5.36,8.12,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,hirundinaceae,,5019,,N,MEXICO,"MEXICO, OAXACA",,,M,NA,60.51,47.12,13.39,22.12857379,14.33,35.34,4.03,5.05,8.77,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,hirundinaceae,,17756,,N,#N/A,#N/A,,,F,NA,60.13,50.51,9.62,15.99866955,17.03,37.9,4.56,4.8,8.19,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,hirundinaceae,,44242,,N,#N/A,#N/A,,,M,NA,58.58,49.4,9.18,15.67087743,17.2,37.02,4.98,4.83,7.7,Brynn
Caribbean,Greater Antilles,Jamaica - Yameya,11190,616.75,Euphonia,jamaica,,12315,,N,JAMAICA,JAMAICA,,,M,NA,63.05,51.35,11.7,18.55670103,16.6,42.5,5.52,6.87,7.86,Mia
Caribbean,Greater Antilles,Jamaica - Yameya,11190,616.75,Euphonia,jamaica,,36056,,N,JAMAICA,"JAMAICA, ST. JAMES PARISH",,,M,NA,64.97,49.16,15.81,24.33430814,17.11,45.43,6.49,6.46,8.4,Mia
Caribbean,Greater Antilles,Jamaica - Yameya,11190,616.75,Euphonia,jamaica,,11229,,N,JAMAICA,"JAMAICA, ST. JAMES PARISH",,,F,16.4,63.77,51.69,12.08,18.94307668,17.14,41,5.97,6.34,8.69,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,laniirostris,hypoxantha,20451,,N,ECUADOR,"ECUADOR, PROV. GUAYAS",,,F,NA,55.52,50.74,4.78,8.609510086,15.02,39.43,4.94,5.18,9.16,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,laniirostris,hypoxantha,20446,,N,ECUADOR,"ECUADOR, PROV. GUAYAS",,,M,NA,62.37,51.29,11.08,17.7649511,15.65,39.47,4.51,5.12,8.89,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,laniirostris,hypoxantha,49472,,Y,PERU,"PERU, DEPTO. PIURA, PROV. SULLANA",,,M,NA,67.64,52.29,15.35,22.69367238,16.02,36.04,4.34,5.53,9.55,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,laniirostris,hypoxantha,49405,,Y,PERU,"PERU, DEPTO. PIURA, PROV. SULLANA",,,M,NA,68.92,54.21,14.71,21.34358677,16.47,40.45,4.91,5.32,8.91,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,laniirostris,,21877,,N,PANAMA,"PANAMA, PANAMA PROVINCE",,,M,NA,64.23,50.03,14.2,22.1080492,15.48,35.85,4.69,5.6,9.01,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,laniirostris,,36060,,N,COLOMBIA,"COLOMBIA, CESAR",,,F,NA,57.1,46.54,10.56,18.4938704,14.17,36.43,5.4,NA,9.43,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,laniirostris,,36061,,N,COLOMBIA,"COLOMBIA, TOLIMA",,,M,NA,57.28,43.18,14.1,24.61592179,13.9,43.74,4.9,6,9.94,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,laniirostris,,36059,,N,COLOMBIA,"COLOMBIA, TOLIMA",,,M,NA,65.56,50.28,15.28,23.30689445,14.68,42.64,5.49,NA,9.56,Brynn
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,minuta,,36065,,N,SURINAME,"SURINAME, BROKOPONDO DISTRICT",,,F,NA,46.43,38.84,7.59,16.34718932,12.18,24.3,4.04,3.63,6.45,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,minuta,,36066,,N,SURINAME,"SURINAME, BROKOPONDO DISTRICT",,,M,NA,48.04,38.41,9.63,20.04579517,12.6,24.8,4.51,3.82,7.52,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,pectoralis,,9877,,N,BRAZIL,BRAZIL,,,,NA,64.98,52.38,12.6,19.39058172,15.57,38.14,5.54,5.5,9.9,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,rufiventris,,9878,,N,BRAZIL,BRAZIL,,,,NA,57.84,48.67,9.17,15.85408022,14.68,34.82,5.3,5,8.53,Mia
Caribbean,Mainland,Central and northernmost South America,10000000,0,Euphonia,saturata,,36058,,N,COLOMBIA,"COLOMBIA, TOLIMA",,,M,NA,59.54,47.64,11.9,19.98656365,14.04,38.38,4.22,4.15,7.03,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Euphonia,violacea,rodwayi,10807,,N,TRINIDAD & TOBAGO,"TRINIDAD & TOBAGO, TRINIDAD, NARIVA CO.",,,M,NA,57.57,45.16,12.41,21.55636616,15.94,35.4,4.66,4.6,8.91,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Euphonia,violacea,rodwayi,45979,,Y,TRINIDAD & TOBAGO,"TRINIDAD & TOBAGO, TRINIDAD, ST. GEORGE CO.",,,M,NA,58.34,44.93,13.41,22.98594446,14.25,37.27,5.38,5.44,8.86,Mia
Caribbean,Continental island,Trinidad,5009,19.84,Euphonia,violacea,rodwayi,42650,,Y,TRINIDAD & TOBAGO,"TRINIDAD & TOBAGO, TRINIDAD, ST. GEORGE CO.",,,M,14.3,58.98,48.91,10.07,17.07358427,16.42,40,4.84,5.34,8.53,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Euphonia,violacea,rodwayi,45859,,Y,TRINIDAD & TOBAGO,"TRINIDAD & TOBAGO, TRINIDAD, ST. GEORGE CO.",,,F,13.6,55.19,45.25,9.94,18.01050915,14.43,36.16,6.2,5.8,9.25,Mia
Caribbean,Continental island,Trinidad,5009,19.84,Euphonia,violacea,rodwayi,46421,,Y,TRINIDAD & TOBAGO,"TRINIDAD & TOBAGO, TRINIDAD, ST. GEORGE CO.",,,F,14.6,57.04,47.59,9.45,16.56732118,15.93,32.32,5.77,5.35,9.26,Mia
Caribbean,Continental island,Trinidad,5009,19.84,Euphonia,violacea,rodwayi,46365,,Y,TRINIDAD & TOBAGO,"TRINIDAD & TOBAGO, TRINIDAD, ST. GEORGE CO.",,,M,15.3,59.51,46.46,13.05,21.92908755,14.21,30.06,4.43,5.12,8.93,Brynn
Caribbean,Continental island,Trinidad,5009,19.84,Euphonia,violacea,rodwayi,46429,,Y,TRINIDAD & TOBAGO,"TRINIDAD & TOBAGO, TRINIDAD, ST. GEORGE CO.",,,M,14,58.95,47.72,11.23,19.05004241,14.89,34.25,4.92,5.42,9.07,Mia
Caribbean,Continental island,Trinidad,5009,19.84,Euphonia,violacea,rodwayi,42650,,N,TRINIDAD & TOBAGO,"TRINIDAD & TOBAGO, TRINIDAD, ST. GEORGE CO.",,,M,NA,60.27,45.52,14.75,24.47320392,NA,NA,NA,NA,NA,Brynn
Caribbean,Greater Antilles,Trinidad,1,19.84,Chlorophonia,musica,Euphonia,145769,musica,13/08/1963,Dominican Republic,San Juan,NA,NA,Male,NA,59.78,51.16,8.62,14.41953831,15.75,41.14,4.52,3.93,6.43,mia
Caribbean,Lesser Antilles - Kalinago,Trinidad,1,19.84,Chlorophonia,flavifrons,Euphonia,145783,flavifrons,3/1/1962,St. Lucia,Piton Flor,NA,NA,Male,NA,68.27,54.28,13.99,20.49216347,15.75,38.66,3.58,4.23,7.53,Preston Ballard
Caribbean,Greater Antilles,Trinidad,1,19.84,Chlorophonia,sclateri,Euphonia,145772,sclateri,28/02/1965,Puerto Rico,2 km W Maguayo,NA,NA,Female,NA,56.7,46.59,10.11,17.83068783,14.35,29.48,4.88,4.54,6.61,Preston Ballard
Caribbean,Greater Antilles,Trinidad,1,19.84,Chlorophonia,musica,Euphonia,145771,musica,13/08/1963,Dominican Republic,San Rafael,NA,NA,Male,NA,61.84,48.75,13.09,21.16752911,17.05,42.36,4.89,4.25,7.55,Mia
Caribbean,Greater Antilles,Trinidad,1,19.84,Chlorophonia,sclateri,Euphonia,145773,sclateri,28/02/1965,Puerto Rico,2 km W Maguayo,NA,NA,Male,NA,59.24,47.54,11.7,19.7501688,13.56,31.29,4.99,4.34,6.8,Preston Ballard
Caribbean,Greater Antilles,Trinidad,1,19.84,Chlorophonia,sclateri,Euphonia,145774,sclateri,28/02/1965,Puerto Rico,2 km W Maguayo,NA,NA,Male,NA,57.42,46.47,10.95,19.07001045,15.11,34.35,4.39,4.17,6.89,mia
Caribbean,Greater Antilles,Trinidad,1,19.84,Chlorophonia,sclateri,Euphonia,145775,sclateri,28/02/1965,Puerto Rico,2 km w Maguayo,NA,NA,Male,NA,58.16,49.02,9.14,15.71526823,13.59,34.39,4.69,4.5,6.45,Preston Ballard
Caribbean,Greater Antilles,Trinidad,1,19.84,Chlorophonia,sclateri,Euphonia,145776,sclateri,28/08/1962,Puerto Rico,1 mile east Maguayo,NA,NA,Female,NA,57.7,45.19,12.51,21.68110919,13.49,37,4.11,4.26,7.58,mia
Caribbean,Greater Antilles,Trinidad,1,19.84,Chlorophonia,sclateri,Euphonia,145777,sclateri,28/08/1962,Puerto Rico,1 mile E Maguayo,NA,NA,Male,NA,61.34,48.84,12.5,20.37821976,13.25,34.16,4.62,NA,7.58,Preston Ballard
Caribbean,Greater Antilles,Trinidad,1,19.84,Chlorophonia,sclateri,Euphonia,2522,sclateri,Jul-38,Puerto Rico,NA,NA,NA,Male,NA,59.67,43.87,15.8,26.47896766,15.21,36.7,4.4,4.31,5.17,mia
Caribbean,Greater Antilles,Trinidad,1,19.84,Chlorophonia,sclateri,Euphonia,145778,sclateri,24/08/1962,Puerto Rico,3 mile SW Ensenada,NA,NA,Male,NA,58.66,46.15,12.51,21.32628708,13.25,32.04,4.34,4.5,7.08,Preston Ballard
Caribbean,Greater Antilles,Trinidad,1,19.84,Chlorophonia,sclateri,Euphonia,145779,sclateri,27/04/1961,Puerto Rico,3 mile S Ensenada,NA,NA,Male,NA,57.81,48.67,9.14,15.81041342,12.8,34.73,5.36,NA,7.34,Preston Ballard
Caribbean,Greater Antilles,Trinidad,1,19.84,Chlorophonia,sclateri,Euphonia,10333,sclateri,13/10/1941,Puerto Rico,S Cartagena Lagoon,NA,NA,Male,NA,61.13,45.27,15.86,25.944708,14.11,34.87,4.7,4.07,6.5,Mia
Caribbean,Greater Antilles,Trinidad,1,19.84,Chlorophonia,sclateri,Euphonia,145780,sclateri,29/04/1961,Puerto Rico,3 mile S Ensenada,NA,NA,Female,NA,57.83,48.7,9.13,15.78765347,13.83,33.15,4.92,4.56,6.68,Preston Ballard
Caribbean,Greater Antilles,Trinidad,1,19.84,Chlorophonia,sclateri,Euphonia,150200,sclateri,19/11/1987,Puerto Rico,"Barrio Boqueron, Penones de Melones, approximately 1 km WNW intersection Routes 301 and 303",NA,NA,Female,12,62.69,41.89,20.8,33.17913543,14.56,NA,4.02,4.56,6.75,MIA
Caribbean,Greater Antilles,Trinidad,1,19.84,Chlorophonia,sclateri,Euphonia,145782,sclateri,29/08/1962,Puerto Rico,Laguna Cartagena,30M,NA,Male,NA,60.95,49.55,11.4,18.70385562,13.54,35.57,4.23,4.4,6.63,Preston Ballard
Caribbean,Greater Antilles,Trinidad,1,19.84,Chlorophonia,sclateri,Euphonia,150201,sclateri,19/11/1987,Puerto Rico,Municipio Cabo Rojo; Barrio Boqueron,30M,NA,Male,12,56.53,48.78,7.75,13.70953476,13.75,35.17,4.7,4.22,6.35,Preston Ballard
Caribbean,Greater Antilles,Trinidad,1,19.84,Chlorophonia,sclateri,Euphonia,150197,sclateri,18/11/1987,Puerto Rico,Municipio Cabo Rojo; Barrio Boqueron,30M,NA,Male,13,60.86,47.86,13,21.36049951,13.01,34.17,5.18,4.57,7.29,Preston Ballard
Caribbean,Greater Antilles,Trinidad,1,19.84,Chlorophonia,sclateri,Euphonia,150199,sclateri,19/11/1987,Puerto Rico,"Barrio Boqueron, Penones de Melones, approximately 1 km WNW intersection Routes 301 and 303",30M,NA,Male,12,61.61,45.51,16.1,26.13212141,14.44,36.01,4.28,4.46,7.01,mia
Caribbean,Mainland,Trinidad,1,19.84,Chlorophonia,elegantissima,Euphonia,61886,rileyi,7/6/1937,Mexico,"Sonora, Rancho Santa Barbara",5000ft,NA,Male,NA,69,56.4,12.6,18.26086957,13.11,44.36,5.81,4.76,7.28,Preston Ballard
Caribbean,Mainland,Trinidad,1,19.84,Euphonia,fulvicrissa,Euphonia,178067,fulvicrissa,3/4/2004,Panama,"Prov. darien; Rancho Frio, ca 10km S El Real, 8°01.2'N,77°43.9'W",100M,NA,Male,10.5,51.83,40.67,11.16,21.53193131,13.74,28.33,4.5,4.57,8.15,mia
Caribbean,Mainland,Trinidad,1,19.84,Chlorophonia,elegantissima,Euphonia,42050,rileyi,6/6/1937,Mexico,"Sonora, Rancho Santa Barbara",5000ft,NA,Male,NA,63.45,53.89,9.56,15.06698188,13.33,47.42,4.32,5.02,7.13,Preston Ballard
Caribbean,Mainland,Trinidad,1,19.84,Chlorophonia,elegantissima,Euphonia,48101,rileyi,29/05/1947,Mexico,"25 Mi. N.E. of Guirocoba, Sonora",4200ft,NA,Male,NA,63.37,49.42,13.95,22.01357109,12.4,41.8,4.81,4.8,7.77,Preston Ballard
